序列(Payload),序列位置,序列长度,来源reads编号及方向,Witness值,Witness阈值
null,309,8122,+0;,305,390
null,309,8124,+0;,306,390
null,310,8123,+0;,302,390
null,310,8122,+0;,300,390
null,310,8124,+0;,302,390
null,311,8123,+0;,303,390
null,311,8122,+0;,302,390
null,311,8124,+0;,308,390
null,312,8123,+0;,296,390
null,312,8122,+0;,291,390
null,312,8124,+0;,292,390
null,313,8123,+0;,292,390
null,313,8122,+0;,296,390
null,313,8124,+0;,287,390
null,314,8123,+0;,291,390
null,314,8122,+0;,296,390
null,314,8124,+0;,289,390
null,315,8123,+0;,286,390
null,315,8122,+0;,289,390
null,315,8124,+0;,285,390
null,316,8123,+0;,286,390
null,316,8122,+0;,285,390
null,316,8124,+0;,285,390
null,317,8123,+0;,286,390
null,317,8122,+0;,287,390
null,317,8124,+0;,288,390
null,318,8123,+0;,292,390
null,318,8122,+0;,290,390
null,318,8124,+0;,288,390
null,319,8123,+0;,287,390
null,319,8122,+0;,293,390
null,319,8124,+0;,294,390
null,320,8123,+0;,294,390
null,320,8122,+0;,286,390
null,320,8124,+0;,298,390
null,321,8123,+0;,302,390
null,321,8122,+0;,298,390
null,321,8124,+0;,297,390
null,322,8123,+0;,297,390
null,322,8122,+0;,303,390
null,322,8124,+0;,299,390
null,323,8123,+0;,293,390
null,323,8122,+0;,292,390
null,323,8124,+0;,293,390
null,324,8123,+0;,294,390
null,324,8122,+0;,294,390
null,324,8124,+0;,296,390
null,325,8123,+0;,294,390
null,325,8122,+0;,292,390
null,325,8124,+0;,288,390
null,326,8123,+0;,286,390
null,326,8122,+0;,291,390
null,326,8124,+0;,287,390
null,327,8123,+0;,279,390
null,327,8122,+0;,278,390
null,327,8124,+0;,281,390
null,328,8123,+0;,284,390
null,328,8122,+0;,282,390
null,328,8124,+0;,282,390
null,329,8123,+0;,283,390
null,329,8122,+0;,284,390
null,329,8124,+0;,282,390
null,330,8123,+0;,282,390
null,330,8122,+0;,283,390
null,330,8124,+0;,279,390
null,331,8123,+0;,284,390
null,331,8122,+0;,283,390
null,331,8124,+0;,280,390
null,332,8123,+0;,281,390
null,332,8122,+0;,285,390
null,332,8124,+0;,279,390
null,333,8123,+0;,278,390
null,333,8122,+0;,280,390
null,333,8124,+0;,282,390
null,334,8123,+0;,290,390
null,334,8122,+0;,286,390
null,334,8124,+0;,288,390
null,335,8123,+0;,289,390
null,335,8122,+0;,291,390
null,335,8124,+0;,284,390
null,336,8123,+0;,288,390
null,336,8122,+0;,291,390
null,336,8124,+0;,289,390
null,337,8123,+0;,285,390
null,337,8122,+0;,284,390
null,337,8124,+0;,282,390
null,338,8123,+0;,282,390
null,338,8122,+0;,285,390
null,338,8124,+0;,282,390
null,339,8123,+0;,285,390
null,339,8122,+0;,285,390
null,339,8124,+0;,282,390
null,340,8123,+0;,286,390
null,340,8122,+0;,289,390
null,340,8124,+0;,297,390
null,341,8123,+0;,293,390
null,341,8122,+0;,283,390
null,341,8124,+0;,291,390
null,342,8123,+0;,286,390
null,342,8122,+0;,288,390
null,342,8124,+0;,286,390
null,343,8123,+0;,288,390
null,343,8122,+0;,287,390
null,343,8124,+0;,291,390
null,344,8123,+0;,283,390
null,344,8122,+0;,281,390
null,344,8124,+0;,282,390
null,345,8123,+0;,278,390
null,345,8122,+0;,280,390
null,345,8124,+0;,283,390
null,346,8123,+0;,279,390
null,346,8122,+0;,274,390
null,346,8124,+0;,279,390
null,347,8123,+0;,276,390
null,347,8122,+0;,277,390
null,347,8124,+0;,274,390
null,348,8123,+0;,273,390
null,348,8122,+0;,276,390
null,348,8124,+0;,272,390
null,349,8123,+0;,274,390
null,349,8122,+0;,275,390
null,349,8124,+0;,272,390
null,350,8123,+0;,279,390
null,350,8122,+0;,280,390
null,350,8124,+0;,282,390
null,351,8123,+0;,281,390
null,351,8122,+0;,278,390
null,351,8124,+0;,277,390
null,352,8123,+0;,276,390
null,352,8122,+0;,280,390
null,352,8124,+0;,277,390
null,353,8123,+0;,276,390
null,353,8122,+0;,276,390
null,353,8124,+0;,275,390
null,354,8123,+0;,276,390
null,354,8122,+0;,277,390
null,354,8124,+0;,276,390
null,355,8123,+0;,282,390
null,355,8122,+0;,282,390
null,355,8124,+0;,280,390
null,356,8123,+0;,284,390
null,356,8122,+0;,286,390
null,356,8124,+0;,279,390
null,357,8123,+0;,281,390
null,357,8122,+0;,285,390
null,357,8124,+0;,281,390
null,358,8123,+0;,283,390
null,358,8122,+0;,283,390
null,358,8124,+0;,286,390
null,359,8123,+0;,288,390
null,359,8122,+0;,285,390
null,359,8124,+0;,290,390
null,360,8123,+0;,295,390
null,360,8122,+0;,293,390
null,360,8124,+0;,294,390
null,361,8123,+0;,292,390
null,361,8122,+0;,293,390
null,361,8124,+0;,290,390
null,362,8123,+0;,292,390
null,362,8122,+0;,294,390
null,362,8124,+0;,291,390
null,363,8123,+0;,285,390
null,363,8122,+0;,284,390
null,363,8124,+0;,286,390
null,364,8123,+0;,290,390
null,364,8122,+0;,289,390
null,364,8124,+0;,285,390
null,365,8123,+0;,281,390
null,365,8122,+0;,286,390
null,365,8124,+0;,277,390
null,366,8123,+0;,275,390
null,366,8122,+0;,279,390
null,366,8124,+0;,276,390
null,367,8123,+0;,273,390
null,367,8122,+0;,271,390
null,367,8124,+0;,275,390
null,368,8123,+0;,273,390
null,368,8122,+0;,271,390
null,368,8124,+0;,276,390
null,369,8123,+0;,278,390
null,369,8122,+0;,277,390
null,369,8124,+0;,278,390
null,370,8123,+0;,280,390
null,370,8122,+0;,279,390
null,370,8124,+0;,284,390
null,371,8123,+0;,281,390
null,371,8122,+0;,277,390
null,371,8124,+0;,280,390
null,372,8123,+0;,280,390
null,372,8122,+0;,281,390
null,372,8124,+0;,280,390
null,373,8123,+0;,279,390
null,373,8122,+0;,279,390
null,373,8124,+0;,271,390
null,374,8123,+0;,269,390
null,374,8122,+0;,275,390
null,374,8124,+0;,263,390
null,375,8123,+0;,263,390
null,375,8122,+0;,271,390
null,375,8124,+0;,266,390
null,376,8123,+0;,263,390
null,376,8122,+0;,261,390
null,376,8124,+0;,260,390
null,377,8123,+0;,260,390
null,377,8122,+0;,264,390
null,377,8124,+0;,264,390
null,378,8123,+0;,261,390
null,378,8122,+0;,257,390
null,378,8124,+0;,264,390
null,379,8123,+0;,265,390
null,379,8122,+0;,262,390
null,379,8124,+0;,262,390
null,380,8123,+0;,262,390
null,380,8122,+0;,266,390
null,380,8124,+0;,261,390
null,381,8123,+0;,269,390
null,381,8122,+0;,269,390
null,381,8124,+0;,268,390
null,382,8123,+0;,270,390
null,382,8122,+0;,271,390
null,382,8124,+0;,270,390
null,383,8123,+0;,268,390
null,383,8122,+0;,268,390
null,383,8124,+0;,273,390
null,384,8123,+0;,267,390
null,384,8122,+0;,262,390
null,384,8124,+0;,268,390
null,385,8123,+0;,269,390
null,385,8122,+0;,268,390
null,385,8124,+0;,273,390
null,386,8123,+0;,270,390
null,386,8122,+0;,266,390
null,386,8124,+0;,267,390
null,387,8123,+0;,272,390
null,387,8122,+0;,275,390
null,387,8124,+0;,277,390
null,388,8123,+0;,274,390
null,388,8122,+0;,271,390
null,388,8124,+0;,277,390
null,389,8123,+0;,274,390
null,389,8122,+0;,270,390
null,389,8124,+0;,276,390
null,390,8123,+0;,271,390
null,390,8122,+0;,269,390
null,390,8124,+0;,268,390
null,391,8123,+0;,273,390
null,391,8122,+0;,275,390
null,391,8124,+0;,275,390
null,392,8123,+0;,275,390
null,392,8122,+0;,271,390
null,392,8124,+0;,273,390
null,393,8123,+0;,277,390
null,393,8122,+0;,279,390
null,393,8124,+0;,270,390
null,394,8123,+0;,270,390
null,394,8122,+0;,277,390
null,394,8124,+0;,268,390
null,395,8123,+0;,264,390
null,395,8122,+0;,267,390
null,395,8124,+0;,268,390
null,396,8123,+0;,271,390
null,396,8122,+0;,267,390
null,396,8124,+0;,265,390
null,397,8123,+0;,261,390
null,397,8122,+0;,267,390
null,397,8124,+0;,262,390
null,398,8123,+0;,265,390
null,398,8122,+0;,263,390
null,398,8124,+0;,273,390
null,399,8123,+0;,276,390
null,399,8122,+0;,269,390
null,399,8124,+0;,273,390
null,400,8123,+0;,273,390
null,400,8122,+0;,277,390
null,400,8124,+0;,273,390
null,401,8123,+0;,269,390
null,401,8122,+0;,269,390
null,401,8124,+0;,273,390
null,402,8123,+0;,272,390
null,402,8122,+0;,269,390
null,402,8124,+0;,270,390
null,403,8123,+0;,266,390
null,403,8122,+0;,268,390
null,403,8124,+0;,270,390
null,404,8123,+0;,272,390
null,404,8122,+0;,268,390
null,404,8124,+0;,271,390
null,405,8123,+0;,272,390
null,405,8122,+0;,273,390
null,405,8124,+0;,271,390
null,406,8123,+0;,266,390
null,406,8122,+0;,267,390
null,406,8124,+0;,267,390
null,407,8123,+0;,264,390
null,407,8122,+0;,263,390
null,407,8124,+0;,259,390
null,408,8123,+0;,257,390
null,408,8122,+0;,260,390
null,408,8124,+0;,255,390
null,409,8123,+0;,255,390
null,409,8122,+0;,258,390
null,409,8124,+0;,254,390
null,410,8123,+0;,252,390
null,410,8122,+0;,255,390
null,410,8124,+0;,251,390
null,411,8123,+0;,251,390
null,411,8122,+0;,253,390
null,411,8124,+0;,248,390
null,412,8123,+0;,256,390
null,412,8122,+0;,257,390
null,412,8124,+0;,262,390
null,413,8123,+0;,264,390
null,413,8122,+0;,258,390
null,413,8124,+0;,267,390
null,414,8123,+0;,267,390
null,414,8122,+0;,264,390
null,414,8124,+0;,267,390
null,415,8123,+0;,265,390
null,415,8122,+0;,265,390
null,415,8124,+0;,263,390
null,416,8123,+0;,266,390
null,416,8122,+0;,268,390
null,416,8124,+0;,264,390
null,417,8123,+0;,260,390
null,417,8122,+0;,262,390
null,417,8124,+0;,260,390
null,418,8123,+0;,259,390
null,418,8122,+0;,258,390
null,418,8124,+0;,261,390
null,419,8123,+0;,261,390
null,419,8122,+0;,259,390
null,419,8124,+0;,258,390
null,420,8123,+0;,254,390
null,420,8122,+0;,259,390
null,420,8124,+0;,256,390
null,421,8123,+0;,257,390
null,421,8122,+0;,255,390
null,421,8124,+0;,258,390
null,422,8123,+0;,258,390
null,422,8122,+0;,257,390
null,422,8124,+0;,253,390
null,423,8123,+0;,251,390
null,423,8122,+0;,256,390
null,423,8124,+0;,251,390
null,424,8123,+0;,250,390
null,424,8122,+0;,251,390
null,424,8124,+0;,247,390
null,425,8123,+0;,246,390
null,425,8122,+0;,248,390
null,425,8124,+0;,246,390
null,426,8123,+0;,246,390
null,426,8122,+0;,246,390
null,426,8124,+0;,241,390
null,427,8123,+0;,240,390
null,427,8122,+0;,245,390
null,427,8124,+0;,245,390
null,428,8123,+0;,247,390
null,428,8122,+0;,242,390
null,428,8124,+0;,245,390
null,429,8123,+0;,244,390
null,429,8122,+0;,246,390
null,429,8124,+0;,247,390
null,430,8123,+0;,247,390
null,430,8122,+0;,244,390
null,430,8124,+0;,243,390
null,431,8123,+0;,244,390
null,431,8122,+0;,248,390
null,431,8124,+0;,251,390
null,432,8123,+0;,253,390
null,432,8122,+0;,244,390
null,432,8124,+0;,255,390
null,433,8123,+0;,254,390
null,433,8122,+0;,252,390
null,433,8124,+0;,249,390
null,434,8123,+0;,250,390
null,434,8122,+0;,254,390
null,434,8124,+0;,252,390
null,435,8123,+0;,248,390
null,435,8122,+0;,246,390
null,435,8124,+0;,247,390
null,436,8123,+0;,246,390
null,436,8122,+0;,247,390
null,436,8124,+0;,248,390
null,437,8123,+0;,250,390
null,437,8122,+0;,249,390
null,437,8124,+0;,253,390
null,438,8123,+0;,255,390
null,438,8122,+0;,252,390
null,438,8124,+0;,256,390
null,439,8123,+0;,253,390
null,439,8122,+0;,251,390
null,439,8124,+0;,249,390
null,440,8123,+0;,246,390
null,440,8122,+0;,250,390
null,440,8124,+0;,240,390
null,441,8123,+0;,238,390
null,441,8122,+0;,244,390
null,441,8124,+0;,241,390
null,442,8123,+0;,237,390
null,442,8122,+0;,234,390
null,442,8124,+0;,241,390
null,443,8123,+0;,247,390
null,443,8122,+0;,243,390
null,443,8124,+0;,244,390
null,444,8123,+0;,245,390
null,444,8122,+0;,248,390
null,444,8124,+0;,244,390
null,445,8123,+0;,240,390
null,445,8122,+0;,240,390
null,445,8124,+0;,237,390
null,446,8123,+0;,237,390
null,446,8122,+0;,240,390
null,446,8124,+0;,240,390
null,447,8123,+0;,238,390
null,447,8122,+0;,235,390
null,447,8124,+0;,238,390
null,448,8123,+0;,240,390
null,448,8122,+0;,240,390
null,448,8124,+0;,238,390
null,449,8123,+0;,238,390
null,449,8122,+0;,241,390
null,449,8124,+0;,245,390
null,450,8123,+0;,247,390
null,450,8122,+0;,240,390
null,450,8124,+0;,242,390
null,451,8123,+0;,233,390
null,451,8122,+0;,238,390
null,451,8124,+0;,229,390
null,452,8123,+0;,228,390
null,452,8122,+0;,233,390
null,452,8124,+0;,228,390
null,453,8123,+0;,230,390
null,453,8122,+0;,231,390
null,453,8124,+0;,231,390
null,454,8123,+0;,234,390
null,454,8122,+0;,234,390
null,454,8124,+0;,235,390
null,455,8123,+0;,237,390
null,455,8122,+0;,236,390
null,455,8124,+0;,241,390
null,456,8123,+0;,238,390
null,456,8122,+0;,234,390
null,456,8124,+0;,236,390
null,457,8123,+0;,233,390
null,457,8122,+0;,234,390
null,457,8124,+0;,236,390
null,458,8123,+0;,233,390
null,458,8122,+0;,230,390
null,458,8124,+0;,236,390
null,459,8123,+0;,236,390
null,459,8122,+0;,234,390
null,459,8124,+0;,238,390
null,460,8123,+0;,240,390
null,460,8122,+0;,237,390
null,460,8124,+0;,238,390
null,461,8123,+0;,236,390
null,461,8122,+0;,239,390
null,461,8124,+0;,232,390
null,462,8123,+0;,234,390
null,462,8122,+0;,238,390
null,462,8124,+0;,241,390
null,463,8123,+0;,241,390
null,463,8122,+0;,234,390
null,463,8124,+0;,238,390
null,464,8123,+0;,234,390
null,464,8122,+0;,237,390
null,464,8124,+0;,235,390
null,465,8123,+0;,229,390
null,465,8122,+0;,229,390
null,465,8124,+0;,224,390
null,466,8123,+0;,219,390
null,466,8122,+0;,224,390
null,466,8124,+0;,221,390
null,467,8123,+0;,222,390
null,467,8122,+0;,220,390
null,467,8124,+0;,219,390
null,468,8123,+0;,226,390
null,468,8122,+0;,229,390
null,468,8124,+0;,224,390
null,469,8123,+0;,222,390
null,469,8122,+0;,224,390
null,469,8124,+0;,227,390
null,470,8123,+0;,225,390
null,470,8122,+0;,221,390
null,470,8124,+0;,227,390
null,471,8123,+0;,223,390
null,471,8122,+0;,221,390
null,471,8124,+0;,220,390
null,472,8123,+0;,224,390
null,472,8122,+0;,227,390
null,472,8124,+0;,221,390
null,473,8123,+0;,222,390
null,473,8122,+0;,225,390
null,473,8124,+0;,217,390
null,474,8123,+0;,212,390
null,474,8122,+0;,217,390
null,474,8124,+0;,216,390
null,475,8123,+0;,213,390
null,475,8122,+0;,209,390
null,475,8124,+0;,210,390
null,476,8123,+0;,212,390
null,476,8122,+0;,215,390
null,476,8124,+0;,213,390
null,477,8123,+0;,212,390
null,477,8122,+0;,213,390
null,477,8124,+0;,210,390
null,478,8123,+0;,209,390
null,478,8122,+0;,212,390
null,478,8124,+0;,205,390
null,479,8123,+0;,204,390
null,479,8122,+0;,208,390
null,479,8124,+0;,207,390
null,480,8123,+0;,205,390
null,480,8122,+0;,202,390
null,480,8124,+0;,200,390
null,481,8123,+0;,203,390
null,481,8122,+0;,208,390
null,481,8124,+0;,203,390
null,482,8123,+0;,198,390
null,482,8122,+0;,198,390
null,482,8124,+0;,198,390
null,483,8123,+0;,198,390
null,483,8122,+0;,200,390
null,483,8124,+0;,197,390
null,484,8123,+0;,197,390
null,484,8122,+0;,198,390
null,484,8124,+0;,194,390
null,485,8123,+0;,192,390
null,485,8122,+0;,195,390
null,485,8124,+0;,191,390
null,486,8123,+0;,189,390
null,486,8122,+0;,190,390
null,486,8124,+0;,189,390
null,487,8123,+0;,188,390
null,487,8122,+0;,189,390
null,487,8124,+0;,183,390
null,488,8123,+0;,175,390
null,488,8122,+0;,180,390
null,488,8124,+0;,172,390
null,489,8123,+0;,166,390
null,489,8122,+0;,169,390
null,489,8124,+0;,166,390
null,490,8123,+0;,162,390
null,490,8122,+0;,165,390
null,490,8124,+0;,157,390
null,491,8123,+0;,152,390
null,491,8122,+0;,155,390
null,491,8124,+0;,146,390
null,492,8123,+0;,139,390
null,492,8122,+0;,145,390
null,492,8124,+0;,138,390
null,493,8123,+0;,135,390
null,493,8122,+0;,137,390
null,493,8124,+0;,129,390
null,494,8123,+0;,122,390
null,494,8122,+0;,130,390
null,494,8124,+0;,118,390
null,495,8123,+0;,113,390
null,495,8122,+0;,117,390
null,495,8124,+0;,103,390
null,496,8123,+0;,98,390
null,496,8122,+0;,109,390
null,496,8124,+0;,83,390
null,497,8123,+0;,75,390
null,497,8122,+0;,90,390
null,497,8124,+0;,63,390
null,498,8123,+0;,50,390
null,498,8122,+0;,61,390
null,498,8124,+0;,44,390
null,499,8123,+0;,34,390
null,499,8122,+0;,40,390
null,499,8124,+0;,16,390
null,500,8123,+0;,0,390
null,500,8122,+0;,19,390
null,500,8124,+0;,20,390
null,501,8123,+0;,34,390
null,501,8122,+0;,16,390
null,501,8124,+0;,50,390
null,502,8123,+0;,64,390
null,502,8122,+0;,49,390
null,502,8124,+0;,70,390
null,503,8123,+0;,80,390
null,503,8122,+0;,74,390
null,503,8124,+0;,87,390
null,504,8123,+0;,94,390
null,504,8122,+0;,87,390
null,504,8124,+0;,103,390
null,505,8123,+0;,106,390
null,505,8122,+0;,97,390
null,505,8124,+0;,114,390
null,506,8123,+0;,113,390
null,506,8122,+0;,107,390
null,506,8124,+0;,121,390
null,507,8123,+0;,122,390
null,507,8122,+0;,116,390
null,507,8124,+0;,129,390
null,508,8123,+0;,134,390
null,508,8122,+0;,126,390
null,508,8124,+0;,139,390
null,509,8123,+0;,146,390
null,509,8122,+0;,140,390
null,509,8124,+0;,155,390
null,510,8123,+0;,157,390
null,510,8122,+0;,148,390
null,510,8124,+0;,164,390
null,511,8123,+0;,164,390
null,511,8122,+0;,160,390
null,511,8124,+0;,169,390
null,512,8123,+0;,176,390
null,512,8122,+0;,170,390
null,512,8124,+0;,185,390
null,513,8123,+0;,193,390
null,513,8122,+0;,183,390
null,513,8124,+0;,192,390
null,514,8123,+0;,193,390
null,514,8122,+0;,195,390
null,514,8124,+0;,189,390
null,515,8123,+0;,185,390
null,515,8122,+0;,189,390
null,515,8124,+0;,182,390
null,516,8123,+0;,186,390
null,516,8122,+0;,189,390
null,516,8124,+0;,199,390
null,517,8123,+0;,194,390
null,517,8122,+0;,182,390
null,517,8124,+0;,197,390
null,518,8123,+0;,200,390
null,518,8122,+0;,197,390
null,518,8124,+0;,203,390
null,519,8123,+0;,209,390
null,519,8122,+0;,206,390
null,519,8124,+0;,210,390
null,520,8123,+0;,212,390
null,520,8122,+0;,211,390
null,520,8124,+0;,213,390
null,521,8123,+0;,216,390
null,521,8122,+0;,213,390
null,521,8124,+0;,220,390
null,522,8123,+0;,227,390
null,522,8122,+0;,224,390
null,522,8124,+0;,234,390
null,523,8123,+0;,234,390
null,523,8122,+0;,226,390
null,523,8124,+0;,231,390
null,524,8123,+0;,231,390
null,524,8122,+0;,234,390
null,524,8124,+0;,230,390
null,525,8123,+0;,231,390
null,525,8122,+0;,232,390
null,525,8124,+0;,230,390
null,526,8123,+0;,230,390
null,526,8122,+0;,231,390
null,526,8124,+0;,232,390
null,527,8123,+0;,231,390
null,527,8122,+0;,230,390
null,527,8124,+0;,234,390
null,528,8123,+0;,238,390
null,528,8122,+0;,234,390
null,528,8124,+0;,235,390
null,529,8123,+0;,238,390
null,529,8122,+0;,241,390
null,529,8124,+0;,239,390
null,530,8123,+0;,235,390
null,530,8122,+0;,234,390
null,530,8124,+0;,236,390
null,531,8123,+0;,246,390
null,531,8122,+0;,245,390
null,531,8124,+0;,241,390
null,532,8123,+0;,240,390
null,532,8122,+0;,244,390
null,532,8124,+0;,240,390
null,533,8123,+0;,236,390
null,533,8122,+0;,236,390
null,533,8124,+0;,235,390
null,534,8123,+0;,235,390
null,534,8122,+0;,236,390
null,534,8124,+0;,237,390
null,535,8123,+0;,236,390
null,535,8122,+0;,234,390
null,535,8124,+0;,235,390
null,536,8123,+0;,235,390
null,536,8122,+0;,236,390
null,536,8124,+0;,236,390
null,537,8123,+0;,234,390
null,537,8122,+0;,233,390
null,537,8124,+0;,238,390
null,538,8123,+0;,233,390
null,538,8122,+0;,229,390
null,538,8124,+0;,232,390
null,539,8123,+0;,235,390
null,539,8122,+0;,234,390
null,539,8124,+0;,238,390
null,540,8123,+0;,236,390
null,540,8122,+0;,233,390
null,540,8124,+0;,234,390
null,541,8123,+0;,239,390
null,541,8122,+0;,241,390
null,541,8124,+0;,235,390
null,542,8123,+0;,234,390
null,542,8122,+0;,238,390
null,542,8124,+0;,228,390
null,543,8123,+0;,229,390
null,543,8122,+0;,235,390
null,543,8124,+0;,232,390
null,544,8123,+0;,238,390
null,544,8122,+0;,236,390
null,544,8124,+0;,251,390
null,545,8123,+0;,245,390
null,545,8122,+0;,233,390
null,545,8124,+0;,251,390
null,546,8123,+0;,253,390
null,546,8122,+0;,248,390
null,546,8124,+0;,253,390
null,547,8123,+0;,258,390
null,547,8122,+0;,257,390
null,547,8124,+0;,258,390
null,548,8123,+0;,256,390
null,548,8122,+0;,256,390
null,548,8124,+0;,254,390
null,549,8123,+0;,249,390
null,549,8122,+0;,252,390
null,549,8124,+0;,253,390
null,550,8123,+0;,256,390
null,550,8122,+0;,252,390
null,550,8124,+0;,258,390
null,551,8123,+0;,259,390
null,551,8122,+0;,257,390
null,551,8124,+0;,262,390
null,552,8123,+0;,267,390
null,552,8122,+0;,263,390
null,552,8124,+0;,270,390
null,553,8123,+0;,263,390
null,553,8122,+0;,260,390
null,553,8124,+0;,262,390
null,554,8123,+0;,263,390
null,554,8122,+0;,263,390
null,554,8124,+0;,268,390
null,555,8123,+0;,271,390
null,555,8122,+0;,266,390
null,555,8124,+0;,266,390
null,556,8123,+0;,265,390
null,556,8122,+0;,269,390
null,556,8124,+0;,268,390
null,557,8123,+0;,261,390
null,557,8122,+0;,257,390
null,557,8124,+0;,260,390
null,558,8123,+0;,269,390
null,558,8122,+0;,270,390
null,558,8124,+0;,268,390
null,559,8123,+0;,268,390
null,559,8122,+0;,269,390
null,559,8124,+0;,262,390
